n°ordre-alph18012,nom,nom,insee,section,superficie,intendance,election,subdelegation,grenier,coutume,parlement,bailliage,gouvernement,diocese,archidiacone,doyenne,vocable,presentateur,V_1250_f,V_1616_f,V_1665_f,V_1680_f_tot,V_1680_f_masc,V_1686_f_tot,V_1686_f_masc,V_1693_h,V_1700_f,V_1709_f,V_1710_f,V_1713_f,V_1720_f,V_1725_f,V_1725_g,V_1726_f,V_1726_g,V_1730_f,V_1735_f_1,V_1735_f_2_totaux,V_1735_f_2_masc,V_1741_f,V_1743_f,V_1745_f_tot,V_1745_f_masc,V_1746_f_tot,V_1746_f_masc,V_1755_f_tot,V_1755_f_masc,V_1757_f_tot,V_1757_f_masc,V_1766_f,V_1768_f,V_1774_f,V_1775_f_tot,V_1775_f_masc,V_1785_f_tot,V_1785_f_masc,V_1786_f,V_1786_g,V_1787_f,V_1787_g,V_1788_f,V_1788_g,V_1789_f1,V_1789_g,V_1789_f_2,V_1789_f_3,district_1790,canton_1790,canton_1801,arrondissement_1982,canton _1982,V_1790_f,V_1790_h,V_1793_h,V_an_II_h,V_an_IV_h,V_1801_h,V_an_XII_h,V_1806_h,V_1820_h,V_1826_h,V_1831_h,V_1836_h,V_1841_h,V_1846_h,V_1851_h,V_1856_h,V_1861_h,V_1866_h,V_1872_h,V_1876_h,V_1881_h,V_1886_h,V_1891_h,V_1896_h,V_1901_h,V_1906_h,V_1911_h,V_1921_h,V_1926_h,V_1931_h,V_1936_h,V_1946_h,V_1954_h,V_1962_a_h,V_1962_b_h,V_1968_h,V_1975_h,V_1982_h,lat,lon
28977,Les Ressuintes,Les Ressuintes,28314,s_o,746,Alençon,Verneuil,La Ferté-Vidame ,Brézolles,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Maine,Chartres,Dreux,Brézolles,Notre Dame,abbé de Saint-Père,36,n_c,n_c,lac.,lac.,lac.,lac.,275,n_c,100,n_c,94,100,81,262,77,246,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,La Ferté-Vidame,La Ferté-Vidame,Dreux,La Ferté-Vidame,120,470,lac.,460,lac.,472,520,486,399,431,435,399,351,358,320,331,313,288,250,235,220,239,232,206,199,218,196,147,159,160,138,152,162,154,163,115,100,101,,
29025,Revercourt,Revercourt,28315,s_o,553,Alençon,Verneuil,Senonches et Brézolles ,Brézolles,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Remi,abbé de Saint-Vincent,28,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,27,n_c,29,27,27,95,26,89,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Saint-Lubin-des-Joncherets,Brézolles,Dreux,Brézolles,n_c,124,136,132,133,120,112,112,93,107,106,110,117,114,103,117,119,108,84,89,88,94,90,96,85,88,94,75,67,58,68,73,54,23,23,24,39,22,,
29463,Rohaire,Rohaire,28316,s_o,1001,Alençon,Verneuil,La Ferté-Vidame ,Verneuil,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Martin,abbé de Saint-Père,84,n_c,n_c,lac.,lac.,lac.,lac.,260,n_c,104,n_c,94,104,59,269,61,219,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,La Ferté-Vidame,La Ferté-Vidame,Dreux,La Ferté-Vidame,81,360,lac.,364,lac.,332,322,317,329,333,327,313,296,298,312,292,296,303,260,253,249,237,253,233,197,185,171,171,173,156,144,178,185,172,178,138,118,136,,
29472,Roinville,Roinville,28317,s_o,683,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Auneau,saint Georges,prieur de Saint-Martin-des-Champs,98,n_c,67,n_c,n_c,n_c,n_c,n_c,n_c,92,n_c,96,92,78,233,78,259,n_c,91,n_c,n_c,92,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,92,81,68,n_c,n_c,n_c,n_c,84,270,90,284,90,284,89,282,lac.,n_c,Chartres,Auneau,Auneau,Chartres,Auneau,n_c,358,lac.,358,361,376,400,378,416,458,440,448,451,460,470,489,459,498,510,527,513,475,468,480,451,432,434,346,374,346,349,344,350,289,297,276,300,317,,
29548,Romilly-sur-Aigre,Romilly-sur-Aigre,28318,s_o,1214,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Blois ,Vendôme,Cloyes,saint Pierre,abbé de Bonneval,170,n_c,118,n_c,n_c,n_c,n_c,n_c,n_c,94,n_c,82,94,74,231,74,233,n_c,76,n_c,n_c,81,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,94,77,n_c,n_c,n_c,n_c,n_c,75,233,81,244,81,246,83,264,80,n_c,Châteaudun,Cloyes,Cloyes,Châteaudun,Cloyes-sur-le-Loir,n_c,396,lac.,391,371,447,433,391,518,556,607,615,620,639,647,628,614,584,545,540,624,615,605,568,580,539,501,433,428,419,432,456,403,392,406,380,362,360,,
29869,Rouvray-Saint-Denis,Rouvray-Saint-Denis,28319,s_o,1935,Orléans,Dourdan,Dourdan,Janville,Orléans,Paris,Janville (Orléans),Orléanais,Chartres,Grand archidiaconé,Rochefort,saint Denis,bénédictins de Saint-Denis-en-France,120,120,159,n_c,n_c,n_c,n_c,n_c,n_c,151,n_c,170,151,133,368,140,429,n_c,145,n_c,n_c,120,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,151,122,n_c,n_c,n_c,n_c,n_c,158,563,161,577,162,591,165,591,lac.,n_c,Janville,Gommerville,Janville,Chartres,Janville,172,800,lac.,616,lac.,664,675,656,675,685,693,682,663,701,685,719,688,721,640,655,638,597,601,520,527,505,480,425,431,447,421,415,433,365,385,358,308,309,,
29881,Rouvray-Saint-Florentin,Rouvray-Saint-Florentin,28320,s_o,936,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres ,Orléanais,Chartres,Grand archidiaconé,Brou,saint Pierre et saint Paul,abbé de Bonneval,38,n_c,62,n_c,n_c,n_c,n_c,n_c,n_c,50,n_c,67,50,58,212,63,224,n_c,68,n_c,n_c,90,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,50,55,67,n_c,n_c,n_c,n_c,65,207,63,205,62,202,61,199,60,n_c,Janville,Voves,Voves,Chartres,Voves,67,253,lac.,284,298,275,311,313,320,376,378,372,351,350,367,385,402,423,429,400,408,406,379,383,375,401,359,316,299,314,300,316,270,223,233,205,182,171,,
29892,Rouvres,Rouvres,28321,s_o,1624,Paris,Dreux,Dreux,Dreux,Chartres,Paris,Chartres,Île-de-France,Chartres,Pinserais,Mantes,saint Martin,abbé de Bec-Hélouin,140,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,59,n_c,142,31,152,426,164,497,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,31,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Dreux,Anet,Anet,Dreux,Anet,n_c,779,822,812,lac.,898,944,954,927,950,1004,966,960,929,942,905,867,845,761,717,682,669,641,607,557,561,517,437,461,399,428,393,407,351,363,400,450,604,,
14965,Rueil-la-Gadelière,la Gadelière,28322,B,s_o,Alençon,Verneuil,Verneuil ,Verneuil,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Martin,archidiacre de Dreux,24,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,54,n_c,25,54,38,114,36,109,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Brézolles,Brézolles,s_i,s_i,44,166,lac.,201,189,180,241,196,203,210,209,216,209,218,191,159,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
30000,la Gadelière,Rueil-la-Gadelière,28322,A,1844,Alençon,Verneuil,La Ferté-Vidame ,Verneuil,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Denis,abbé de Saint-Père,89,n_c,n_c,lac.,lac.,lac.,lac.,200,n_c,52,n_c,34,52,41,137,42,157,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,lac.,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Brézolles,Brézolles,Dreux,Brézolles,61,274,lac.,284,294,311,314,309,325,362,318,353,378,374,376,388,558,584,525,507,451,443,427,411,388,398,372,344,375,384,365,384,396,367,376,311,305,406,,
30428,Saint-Ange-et-Torçay,Saint-Ange-et-Torçay,28323,mi-partie,1661,Alençon,Verneuil,La Ferté-Vidame,Dreux ,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Brézolles,saint Michel ,évêque de Chartres,120,n_c,n_c,lac.,lac.,46,39,n_c,n_c,47,n_c,47,47,80,249,80,239,n_c,n_c,lac.,lac.,n_c,n_c,59,49,n_c,n_c,81,72,n_c,n_c,53,n_c,n_c,62,53,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Châteauneuf-en-Thymerais,Châteauneuf-en-Thymerais,Dreux,Châteauneuf-en-Thymerais,110,453,lac.,461,lac.,486,486,460,418,428,422,463,470,444,420,401,405,408,409,393,374,367,370,326,316,302,298,280,286,298,322,333,246,199,203,219,210,224,,
,Torçay,Torçay,28323,mi-partie,s_o,Paris,Dreux,Dreux,Dreux ,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,s_o,s_o,s_o,s_o,s_o,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,65,n_c,58,53,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
30480,Saint-Arnoult-des-Bois,Saint-Arnoult-des-Bois,28324,s_o,2067,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Courville,saint Arnoult ,abbé de Josaphat,132,n_c,132,n_c,n_c,n_c,n_c,n_c,n_c,148,n_c,151,148,130,431,124,469,n_c,149,n_c,n_c,148,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,148,139,120,n_c,n_c,n_c,n_c,149,469,153,482,155,485,162,493,lac.,n_c,Châteauneuf-en-Thymerais,Courville,Courville,Chartres,Courville-sur-Eure,180,655,lac.,538,lac.,773,725,768,748,775,756,767,739,761,758,744,705,710,684,711,706,775,750,700,605,576,583,549,546,521,534,530,495,377,396,360,355,480,,
30545,Saint-Aubin-des-Bois,Saint-Aubin-des-Bois,28325,s_o,1809,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Épernon,saint Aubin,chapitre de Chartres,120,190,113,n_c,n_c,n_c,n_c,n_c,n_c,109,n_c,87,109,78,205,78,225,n_c,77,n_c,n_c,148,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,109,83,88,n_c,n_c,n_c,n_c,99,316,98,315,104,323,107,324,lac.,n_c,Chartres,Bailleau-l’Évêque,Chartres Nord,Chartres,Mainvilliers ,n_c,460,lac.,460,lac.,455,520,490,505,542,546,529,567,533,532,494,489,509,503,492,527,493,495,497,470,434,486,419,380,385,401,387,372,310,316,313,424,614,,
30606,Saint-Avit-les-Guespières,Saint-Avit-les-Guespières,28326,s_o,1264,Orléans,Chartres,Chartres,Brou,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Brou,saint Avit,évêque de Chartres ,74,n_c,73,n_c,n_c,n_c,n_c,n_c,n_c,104,n_c,92,104,85,314,86,293,n_c,122,n_c,n_c,104,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,104,119,145,n_c,n_c,n_c,n_c,95,331,96,336,lac.,lac.,lac.,lac.,lac.,n_c,Châteaudun,Dangeau,Brou,Châteaudun,Brou,n_c,602,lac.,600,lac.,512,631,596,515,523,566,614,612,591,547,567,560,527,529,480,483,469,494,490,489,454,462,406,415,390,360,365,362,308,314,275,235,276,,
30727,Saint-Bomer,Saint-Bomer,28327,s_o,1332,Orléans,Châteaudun,Châteaudun,Authon-du-Perche ,Chartres,Paris,Janville,Maine,Le Mans,Montfort,La Ferté-Villeneuil,saint Bomer,évêque du Mans,n_c,lac.,120,n_c,n_c,n_c,n_c,n_c,n_c,108,n_c,93,108,98,298,99,287,n_c,93,n_c,n_c,81,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,131,97,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,112,n_c,Nogent-le-Rotrou,Authon,Authon,Nogent-le-Rotrou ,Authon-du-Perche,n_c,760,lac.,429,lac.,427,541,550,582,650,585,612,601,590,552,520,477,531,526,549,527,538,501,464,466,426,409,397,373,360,322,318,285,239,243,202,195,160,,
30885,Saint-Christophe,Saint-Christophe,28329,s_o,613,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois ou Chartres,Paris,Blois ,Orléanais,Chartres,Dunois,Beauce,saint Christophe,chapitre de Chartres,42,n_c,38,n_c,n_c,n_c,n_c,n_c,n_c,39,n_c,39,39,33,98,34,119,n_c,72,n_c,n_c,33,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,39,42,n_c,n_c,n_c,n_c,n_c,57,168,60,139,61,142,61,142,lac.,n_c,Châteaudun,Châteaudun,Châteaudun,Châteaudun,Châteaudun,n_c,250,lac.,240,193,243,254,239,282,298,307,350,356,368,341,321,283,280,263,252,265,256,258,242,222,224,203,172,186,165,161,226,238,157,163,130,111,102,,
31010,Saint-Cloud,Saint-Cloud,28330,s_o,878,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Chartres,Dunois,Beauce,saint Cloud,chapitre de Saint-Cloud (près de Paris),50,n_c,55,n_c,n_c,n_c,n_c,n_c,n_c,48,n_c,66,48,40,113,39,120,n_c,43,n_c,n_c,37,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,48,42,n_c,n_c,n_c,n_c,n_c,39,126,39,126,39,128,40,176,40,n_c,Châteaudun,Civry,Châteaudun,Châteaudun,Châteaudun,n_c,143,lac.,195,lac.,182,236,199,147,160,222,243,262,309,321,356,369,350,339,346,348,345,343,316,317,324,315,301,313,321,334,349,302,228,244,222,227,218,,
31140,Saint-Denis-d’Authou,Saint-Denis-d’Authou,28331,A,2223,Orléans,Chartres ,Chartres,Nogent-le-Rotrou,Grand Perche,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Chartres,saint Denis,chapitre de Chartres,70,n_c,82,n_c,n_c,n_c,n_c,n_c,n_c,95,n_c,85,95,83,280,83,287,n_c,94,n_c,n_c,95,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,95,91,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Nogent-le-Rotrou,Thiron,Thiron,Nogent-le-Rotrou ,Thiron,n_c,500,lac.,500,lac.,560,500,528,652,687,693,677,1019,1014,1016,936,937,901,927,895,872,865,845,868,831,816,804,653,695,661,637,579,566,532,551,453,390,343,,
32305,Saint-Hilaire des Noyers,Saint-Hilaire des Noyers,28331,B,s_o,Alençon,Mortagne,Nogent-le-Rotrou,Nogent-le-Rotrou ,Grand Perche,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Perche,saint Hilaire ,doyen de Saint-Denis de Nogent-le-Rotrou,40,n_c,n_c,n_c,n_c,45,33,n_c,n_c,14,n_c,5,5,44,141,32,126,n_c,57!,n_c,n_c,58,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,63!,43!,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Nogent-le-Rotrou,Thiron,Thiron,s_i,s_i,n_c,195,lac.,252,lac.,258,264,280,267,293,303,308,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
,Saint-Hilaire des Noyers,Saint-Hilaire des Noyers,28331,mi-partie,s_o,Orléans,Chartres,Chartres,Nogent-le-Rotrou ,Grand Perche,Paris,Chartres,Maine,s_o,s_o,s_o,s_o,s_o,s_o,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,58,n_c,57,58,lac.,lac.,lac.,lac.,n_c,lac.,n_c,n_c,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,s_i,,
24031,Sainte-Gemme-Moronval,Sainte-Gemme-Moronval,28332,s_o,546,Paris,Dreux,Dreux,Dreux,Chartres,Paris,Dreux,Île-de-France,Chartres,Dreux,Dreux,saint Symphorien,chapitre de Meung-sur-Loire,86,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,55,n_c,70,58,67,208,66,189,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,58,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Dreux,Dreux,Dreux,Dreux,Dreux Est ,n_c,318,399,360,365,419,422,411,414,433,428,434,408,391,390,381,402,343,337,321,290,293,282,312,304,310,288,269,254,224,212,255,264,257,265,246,365,395,,
31155,Saint-Denis-des-Puits,Saint-Denis-des-Puits,28333,s_o,1353,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Courville,saint Denis,abbé de Saint-Jean,41,n_c,76,n_c,n_c,n_c,n_c,n_c,n_c,80,n_c,49,80,47,140,49,163,n_c,53,n_c,n_c,80,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,80,49,53,n_c,n_c,n_c,n_c,53,160,56,165,56,165,55,165,lac.,n_c,Nogent-le-Rotrou,Champrond,La Loupe,Nogent-le-Rotrou ,La Loupe,n_c,270,lac.,272,lac.,259,285,266,205,218,262,245,251,256,268,271,275,275,275,286,242,234,232,227,231,219,223,199,210,161,142,160,147,121,128,114,104,69,,
31127,Saint-Denis-les-Ponts,Saint-Denis-les-Ponts,28334,s_o,1380,Orléans,Châteaudun,Châteaudun,Châteaudun,Blois,Paris,Blois,Orléanais,Chartres,Dunois,Beauce,saint Avit ou saint Denis,abbesse de Saint-Avit,240,n_c,142,n_c,n_c,n_c,n_c,n_c,n_c,119,n_c,133,119,142,438,122,491,n_c,126,n_c,n_c,128,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,119,162,n_c,n_c,n_c,n_c,n_c,160,590,160,590,158,581,158,581,153,n_c,Châteaudun,Châteaudun,Châteaudun,Châteaudun,Châteaudun,n_c,780,lac.,700,731,718,691,730,891,894,897,824,831,942,911,907,885,886,885,885,878,831,806,816,835,784,780,674,662,651,602,730,771,809,842,1008,1539,1716,,
31442,Saint-Eliph,Saint-Eliph,28335,s_o,2346,Orléans,Chartres,Chartres,Rémalard et Chartres ,Chartres,Paris,Chartres,Maine,Chartres,Grand archidiaconé,Perche,saint Eliph,évêque de Chartres ,196,n_c,145,n_c,n_c,n_c,n_c,n_c,n_c,169,n_c,161,169,143,474,132,417,n_c,176,n_c,n_c,169,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,169,146,156,n_c,n_c,n_c,n_c,59,202,60,204,60,200,63,208,lac.,n_c,Châteauneuf-en-Thymerais,La Loupe,La Loupe,Nogent-le-Rotrou,La Loupe,216,873,lac.,909,1036,945,981,984,970,998,982,932,912,950,967,931,921,908,921,871,800,814,800,777,756,721,709,639,662,670,643,672,608,536,539,543,641,656,,
31473,Saint-Eman,Saint-Eman,28336,s_o,460,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Brou,saint Eman,abbé de Bonneval,130,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,16,n_c,22,16,16,54,15,57,n_c,lac.,n_c,n_c,16,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,16,lac.,22,n_c,n_c,n_c,n_c,20,67,21,69,20,67,20,69,lac.,n_c,Chartres,Illiers,Illiers,Chartres,Illiers-Combray,n_c,78,lac.,78,lac.,82,117,97,107,124,125,137,155,148,147,123,121,122,108,106,108,103,102,96,100,102,93,99,86,78,76,99,87,55,59,47,41,92,,
31981,Saint-Georges-sur-Eure,Saint-Georges-sur-Eure,28337,s_o,1543,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Courville,saint Georges,grand archidiacre,129,156,118,n_c,n_c,n_c,n_c,n_c,n_c,108,n_c,87,108,96,285,95,302,n_c,104,n_c,n_c,108,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,108,135,129,n_c,n_c,n_c,n_c,120,435,127,447,123,439,112,412,lac.,n_c,Chartres,Bailleau-l’Évêque,Courville,Chartres,Courville-sur-Eure,n_c,650,lac.,650,lac.,584,567,595,621,656,648,622,625,657,690,700,782,750,720,772,776,787,802,815,806,801,771,722,755,808,933,884,874,963,996,1233,1734,2039,,
32104,Saint-Germain-le-Gaillard,Saint-Germain-le-Gaillard,28339,s_o,813,Orléans,Chartres,Chartres,Chartres,Chartres,Paris,Chartres,Orléanais,Chartres,Grand archidiaconé,Courville,saint Germain,grand archidiacre,320,n_c,81,n_c,n_c,n_c,n_c,n_c,n_c,73,n_c,63,73,62,210,65,214,n_c,lac.,n_c,n_c,73,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,73,61,40,n_c,n_c,n_c,n_c,66,236,68,243,70,247,70,248,lac.,n_c,Châteauneuf-en-Thymerais,Courville,Courville,Chartres,Courville-sur-Eure,76,240,lac.,312,lac.,248,343,328,326,329,356,374,331,335,353,328,352,341,331,315,306,291,276,280,253,278,284,249,267,275,260,234,225,217,222,193,208,193,,
32332,Saint-Hilaire-sur-Yerre,Saint-Hilaire-sur-Yerre,28340,s_o,1684,Orléans,Châteaudun,Châteaudun,Châteaudun,Grand Perche,Paris,Blois,Orléanais,Blois ,Vendôme,Cloyes,saint Hilaire,abbé de Marmoutier,144,n_c,87,n_c,n_c,n_c,n_c,n_c,n_c,99,n_c,81,99,92,258,78,216,n_c,89,n_c,n_c,79,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,99,95,n_c,n_c,n_c,n_c,n_c,98,355,95,320,95,323,95,310,99,n_c,Châteaudun,Cloyes,Cloyes,Châteaudun,Cloyes-sur-le-Loir,n_c,437,lac.,465,443,562,563,576,530,553,668,649,694,728,700,712,676,677,630,605,605,594,577,562,527,507,491,451,455,453,439,421,398,407,415,406,400,521,,
32505,Saint-Jean-de-Rebervilliers,Saint-Jean-de-Rebervilliers,28341,s_o,1103,Alençon,Verneuil,La Ferté-Vidame ,Dreux,Châteauneuf-en-Thymerais,Paris,Châteauneuf-en-Thymerais,Normandie,Chartres,Dreux,Dreux,saint Jean,abbé de Saint-Vincent,28,n_c,n_c,lac.,lac.,lac.,lac.,n_c,n_c,63,n_c,41,63,41,122,41,114,n_c,n_c,53,50,n_c,n_c,57,47,n_c,n_c,65,51,lac.,lac.,lac.,n_c,n_c,71,61,67,57,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Châteauneuf-en-Thymerais,Châteauneuf-en-Thymerais,Châteauneuf-en-Thymerais,Dreux,Châteauneuf-en-Thymerais,69,292,lac.,273,lac.,327,339,343,312,351,338,311,306,316,325,299,284,271,240,270,263,271,270,257,236,210,189,185,193,182,182,152,147,111,115,92,103,118,,
26837,Saint-Jean-Pierre-Fixte,Saint-Jean-Pierre-Fixte,28342,s_o,691,Orléans,Mortagne,Nogent-le-Rotrou,Nogent-le-Rotrou,Grand Perche,Paris,Bellême,Maine,Chartres,Grand archidiaconé,Perche,saint Jean-Baptiste,doyen de Saint-Denis de Nogent-le-Rotrou,60,n_c,n_c,n_c,n_c,n_c,n_c,292,n_c,80,n_c,98,30,57,231,50,192,n_c,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,30,lac.,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,Nogent-le-Rotrou,Nogent-le-Rotrou,Nogent-le-Rotrou,Nogent-le-Rotrou ,Nogent-le-Rotrou,n_c,275,lac.,284,lac.,290,297,297,258,290,270,268,295,326,314,309,260,219,203,208,196,232,210,224,222,219,212,191,225,223,212,206,193,181,183,145,180,210,,
32844,Saint-Laurent-la-Gâtine,Saint-Laurent-la-Gâtine,28343,s_o,695,Orléans,Chartres,Chartres,Dreux,Chartres,Paris,Chartres,Île-de-France,Chartres,Dreux,Dreux,saint Laurent,abbé de Coulombs,60,n_c,60,n_c,n_c,n_c,n_c,n_c,n_c,72,n_c,74,lac.,64,220,63,215,n_c,68,n_c,n_c,72,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,72,74,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,n_c,lac.,n_c,Dreux,Bû,Nogent-le-Roi,Dreux,Nogent-le-Roi,n_c,360,351,348,318,368,374,393,407,410,399,397,390,409,418,426,407,415,389,390,412,410,386,350,361,335,340,335,334,320,308,297,283,222,227,218,222,258,,
